"","time","country","reported_cases","reported_cases_c","predicted_cases_c","predicted_min_c","predicted_max_c","predicted_cases","predicted_min","predicted_max","predicted_min2","predicted_max2","deaths","deaths_c","estimated_deaths_c","death_min_c","death_max_c","estimated_deaths","death_min","death_max","death_min2","death_max2","rt","rt_min","rt_max","rt_min2","rt_max2"
"1",2020-02-21,"Portugal",0,0,98.7978082396484,20.3409599823144,276.053851639265,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"2",2020-02-22,"Portugal",0,0,197.595616479297,40.6819199646288,552.107703278529,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,2.56318283976374e-06,5.28514319797349e-07,7.16007016687203e-06,2.56218283976374e-06,5.27514319797349e-07,7.15907016687203e-06,1.35966941370235e-06,3.29726176001078e-06,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"3",2020-02-23,"Portugal",0,0,296.393424718945,61.0228799469432,828.161554917794,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,3.47734813967937e-05,7.16012291153545e-06,9.7159809407549e-05,3.22102985570299e-05,6.6316085917381e-06,8.9999739240677e-05,1.70929869151153e-05,4.14512906972784e-05,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"4",2020-02-24,"Portugal",0,0,395.191232958593,81.3638399292576,1104.21540655706,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,0.000231146494758686,4.75903275645751e-05,0.000645851401482813,0.000196373013361893,4.04302046530397e-05,0.000548691592075264,0.000104208948635902,0.000252711562035112,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"5",2020-02-25,"Portugal",0,0,493.989041198242,101.704799911572,1380.26925819632,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,0.00101425937842648,0.000208821311451208,0.00283397006177177,0.00078311288366779,0.000161230983886633,0.00218811866028896,0.000415573244373741,0.00100778450507758,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"6",2020-02-26,"Portugal",0,0,592.78684943789,122.045759893886,1656.32310983559,98.7978082396484,20.3409599823144,276.053851639265,52.4288727250499,127.142462288721,0,0,0.00321755360756331,0.000662445946882656,0.00899025904312694,0.00220329422913684,0.000453624635431449,0.00615628898135517,0.00116921857654019,0.00283540959491212,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"7",2020-02-27,"Portugal",0,0,764.1920458364,173.976794540502,2030.80081682207,171.40519639851,51.9310346466152,374.477706986487,110.858408599263,213.614234172461,0,0,0.00826432174965796,0.00170149843850635,0.0230915818232457,0.00504676814209464,0.00103905249162369,0.0141013227801188,0.00267816026801829,0.00649466359243266,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"8",2020-02-28,"Portugal",0,0,971.178378627637,238.057179581423,2477.5144164447,206.986332791237,64.0803850409211,446.713599622622,134.636468800797,258.14864799372,0,0,0.0182083892042028,0.00374926164165173,0.0508738673785327,0.0099440674545448,0.00204776320314538,0.027782285555287,0.00527761294228231,0.0127967165110107,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"9",2020-02-29,"Portugal",0,0,1223.3362538478,321.70876196737,3001.48935009577,252.157875220161,83.6515823859476,523.974933651076,168.295909371678,313.273063520293,0,0,0.0358260290422846,0.00738201518729758,0.100064867401468,0.0176176398380818,0.00363275354564584,0.0491910000229356,0.00935697044670697,0.0226687168449173,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"10",2020-03-01,"Portugal",0,0,1533.56695356716,434.018370790134,3613.89578994493,310.230699719365,112.309608822764,612.406439849157,218.05007918687,384.648684937754,0,0,0.064510826788939,0.0133226794623552,0.179994868206528,0.0286847977466544,0.00594066427505765,0.0799300008050602,0.0152713551044114,0.036893266302097,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"11",2020-03-02,"Portugal",2,2,1917.10636717413,585.742225334971,4329.83407730079,383.539413606973,151.723854544837,715.938287355858,283.064280352504,479.312262450275,0,0,0.108334732389261,0.0224904304261269,0.301539330660854,0.043823905600322,0.00916775096377163,0.121544462454326,0.0234600143680993,0.0563089848438811,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"12",2020-03-03,"Portugal",2,4,2392.37539806389,788.324487265029,5169.03765155471,475.26903088976,202.582261930058,839.203574253921,362.666661629051,588.157149650956,0,0,0.172039572699774,0.0360406736263715,0.476853986961523,0.0637048403105129,0.0135502432002447,0.175314656300669,0.0344648065126635,0.0817175595408549,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"13",2020-03-04,"Portugal",2,6,2982.20423171818,1056.9096028756,6142.62499905756,589.828833654289,268.585115610575,973.587347502855,469.900461737265,715.986792108339,0,0,0.26125190406325,0.0554820671359435,0.719571971320835,0.0892123313634761,0.019441393509572,0.242717984359312,0.0489389861488224,0.114151153311824,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"14",2020-03-05,"Portugal",1,7,3715.2032708482,1407.97927771901,7272.50184145356,732.99903913002,351.069674843404,1129.876842396,597.650090925747,873.233028912923,0,0,0.382718685363275,0.08280767628999,1.04505348670876,0.121466781300025,0.0273256091540465,0.325481515387922,0.0678309169985835,0.154891279121724,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"15",2020-03-06,"Portugal",4,11,4627.37045413446,1873.12781225066,8627.51173810867,912.167183286256,465.148534531651,1355.0098966551,752.304434810024,1068.92541146307,0,0,0.54459458589246,0.120684064118197,1.4705693261224,0.161875900529185,0.0378763878282068,0.425515839413643,0.092408176553066,0.205503955328738,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"16",2020-03-07,"Portugal",4,15,5764.07937392178,2489.16443136335,10246.6998969219,1136.70891978732,616.036619112687,1619.18815881324,970.913124924026,1323.6504787271,0,0,0.756404579546216,0.172587054119222,2.01462110601609,0.211809993653756,0.0519029900010256,0.544051779893693,0.122536288513545,0.267410087010904,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"17",2020-03-08,"Portugal",8,23,7182.59767395842,3294.12222315726,12181.555172219,1418.51830003664,804.95779179391,1934.8552752971,1249.63277536728,1620.98849665821,0,0,1.02988064673419,0.24319148612762,2.69842286290934,0.273476067187969,0.0706044320083975,0.683801756893246,0.161331856257672,0.344311033901606,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"18",2020-03-09,"Portugal",9,32,8955.30108608671,4319.44232371113,14541.2041073245,1772.70341212829,1025.32010055388,2359.64893510546,1594.35694305393,2013.13906489172,0,0,1.3791851846366,0.338699881129839,3.54551701264824,0.349304537902415,0.0955083950022193,0.847094149738907,0.21073039954374,0.438018864143745,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"19",2020-03-10,"Portugal",9,41,11173.7846464264,5692.11906294647,17502.08794524,2218.48356033971,1372.67673923534,2960.88383791551,1952.74540764532,2492.44009642115,0,0,1.82170933951894,0.467566967071285,4.58286929267005,0.442524154882342,0.128867085941446,1.0373522800218,0.275713513470053,0.55167437450128,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"20",2020-03-11,"Portugal",2,43,13954.1281264318,7537.81348488401,21241.1110231543,2780.34348000534,1845.69442193754,3739.02307791435,2424.05674641834,3109.90547228385,0,0,2.37917423656101,0.641975705623977,5.84188797856869,0.557464897042069,0.174408738552692,1.25901868589864,0.356018302159835,0.688288964952667,3.62811834613622,2.56110317917102,5.18012049507546,3.13923968337994,4.0716141859096
"21",2020-03-12,"Portugal",18,61,17012.0428791175,9655.41808594249,25385.8438132733,3057.91475268573,2117.60460105848,4144.73279011895,2728.12218097012,3363.79594757671,0,0,3.07845746581886,0.878084598098472,7.3584104168705,0.699283229257849,0.236108892474495,1.51652243830181,0.461286778319408,0.862170636733279,3.21450945738797,2.06075673099174,4.73803598256972,2.75924969357394,3.53040285143973
"22",2020-03-13,"Portugal",19,80,20828.6958213051,12371.0323514421,30690.4555073923,3816.65294218765,2715.61426549959,5304.61169411907,3384.8029808759,4268.87265861024,0,0,3.95289030481622,1.19741276630264,9.1738561813912,0.874432838997357,0.319328168204163,1.81544576452071,0.603963323733074,1.07009598033933,3.21450945738797,2.06075673099174,4.73803598256972,2.75924969357394,3.53040285143973
